;data_iniSE;SE;casos;nivel;pop;tempmin;umidmax;umidmed;umidmin;tempmed;tempmax;municipios;index;latitude;longitude
4116;2024-07-07;202428;0;1;24553.0;16.8896714285714;97.7256;86.9639285714286;66.2552285714286;19.5448857142857;23.7695571428571;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4117;2024-06-30;202427;3;1;24553.0;13.9094142857143;94.3618142857143;80.7212285714286;59.7809285714286;18.3660142857143;23.2364142857143;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4118;2024-06-23;202426;0;1;24553.0;15.9918;89.9531285714286;74.2103142857143;48.1849;20.6796714285714;26.8997857142857;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4119;2024-06-16;202425;6;1;24553.0;12.2967857142857;88.9667428571429;66.3092;36.6492857142857;19.5210571428571;27.0088714285714;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4120;2024-06-09;202424;10;1;24553.0;12.5759571428571;92.0568428571429;71.0943285714286;42.4642142857143;19.4193285714286;26.9049142857143;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4121;2024-06-02;202423;10;1;24553.0;14.6477857142857;96.1146285714286;82.2004571428571;60.7775857142857;18.7758714285714;23.7030571428571;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4122;2024-05-26;202422;17;1;24553.0;15.5115142857143;97.0155571428571;84.4594285714286;65.7105857142857;18.1666428571429;21.8087857142857;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4123;2024-05-19;202421;17;4;24553.0;18.1157428571429;94.5146571428571;78.3474285714286;53.1128142857143;21.9604142857143;27.0512428571429;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4124;2024-05-12;202420;27;4;24553.0;18.0955142857143;90.8149714285714;73.2693428571429;48.1156714285714;23.0164142857143;28.6653285714286;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4125;2024-05-05;202419;44;4;24553.0;17.2083714285714;91.2749571428571;69.0769;40.1208;23.4241857142857;30.2330571428571;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4126;2024-04-28;202418;63;4;24553.0;18.4883571428571;92.2231857142857;70.0963;41.2844571428571;24.7427142857143;31.1122428571429;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4127;2024-04-21;202417;51;4;24553.0;17.4497571428571;93.403;73.6245142857143;49.0380571428571;22.5269428571429;28.2331714285714;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4128;2024-04-14;202416;51;4;24553.0;19.3540285714286;90.7176;76.2929857142857;58.5348;22.5560428571429;26.6425714285714;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4129;2024-04-07;202415;116;4;24553.0;19.3647285714286;96.3932142857143;81.6536714285714;59.8114714285714;22.9904428571429;27.2559142857143;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4130;2024-03-31;202414;83;4;24553.0;18.7132285714286;99.4186714285714;82.0993857142857;57.1973428571429;23.1122;28.0601142857143;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4131;2024-03-24;202413;82;4;24553.0;19.7714714285714;98.0409428571429;90.5927571428571;78.4676857142857;21.6756714285714;24.1084428571429;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4132;2024-03-17;202412;126;4;24553.0;21.9703142857143;95.1206857142857;82.8963428571429;64.8056857142857;25.3962;29.3138;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4133;2024-03-10;202411;141;4;24553.0;21.2721857142857;96.3233714285714;80.1300571428571;57.6243571428571;25.3213714285714;29.9592857142857;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4134;2024-03-03;202410;159;4;24553.0;20.5653428571429;96.8030571428571;82.4265714285714;62.9418857142857;24.3951571428571;28.8959;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4135;2024-02-25;202409;126;4;24553.0;21.3601285714286;96.3607285714286;83.4222714285714;65.1158857142857;24.9756571428571;29.1967;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4136;2024-02-18;202408;159;4;24553.0;21.0284428571429;94.6742285714286;84.4526142857143;66.3334142857143;24.1416;28.5340428571429;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4137;2024-02-11;202407;100;4;24553.0;21.3277857142857;92.8306285714286;79.5457285714286;61.0772428571429;24.8377285714286;29.1639571428571;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4138;2024-02-04;202406;19;4;24553.0;20.1395714285714;96.8832857142857;80.3325857142857;56.6756;24.5043571428571;29.6425;Pinheiral;3230;-22.543325650014573;-43.99754675283612
4139;2024-01-28;202405;43;4;24553.0;19.9136857142857;97.5700714285714;83.4288285714286;58.8059428571429;23.8738;29.086;Pinheiral;3230;-22.543325650014573;-43.99754675283612
